Long,Lat,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,SiteID,Name,Company,Operating_Status,CountAsNewProject,Project_Announcement_Date,Commercial_Production_Started,Target_Year,Sector,Mfg_Activity,Mfg_Product,Announced_Post_IRA,Latitude,Longitude,City,State___Province,Country,Capital_Investment_____million_,Targeted_annual_production,Realized_annual_production,Production_units,Target_jobs,Current_jobs,Congressional_District,Current_Representative_Party,Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,GEOID10,SF,CF,DF_PFS,AF_PFS,HDF_PFS,DSF_PFS,EBF_PFS,EALR_PFS,EBLR_PFS,EPLR_PFS,HBF_PFS,LLEF_PFS,LIF_PFS,LMI_PFS,PM25F_PFS,HSEF,P100_PFS,P200_I_PFS,AJDLI_ET,LPF_PFS,KP_PFS,NPL_PFS,RMP_PFS,TSDF_PFS,TPF,TF_PFS,UF_PFS,WF_PFS,UST_PFS,N_WTR,N_WKFC,N_CLT,N_ENY,N_TRN,N_HSG,N_PLN,N_HLTH,SN_C,SN_C_V10,SN_GRAND,SN_T,DLI,ALI,PLHSE,LMILHSE,ULHSE,EPL_ET,EAL_ET,EBL_ET,EB_ET,PM25_ET,DS_ET,TP_ET,LPP_ET,HRS_ET,KP_ET,HB_ET,RMP_ET,NPL_ET,TSDF_ET,WD_ET,UST_ET,DB_ET,A_ET,HD_ET,LLE_ET,UN_ET,LISO_ET,POV_ET,LMI_ET,IA_LMI_ET,IA_UN_ET,IA_POV_ET,TC,CC,IAULHSE,IAPLHSE,IALMILHSE,IALMIL_78,IAPLHS_79,IAULHS_80,LHE,IALHE,IAHSEF,N_CLT_EOMI,N_ENY_EOMI,N_TRN_EOMI,N_HSG_EOMI,N_PLN_EOMI,N_WTR_EOMI,N_HLTH_90,N_WKFC_91,FPL200S,FPL200P,N_WKFC_94,TD_ET,TD_PFS,FLD_PFS,WFR_PFS,FLD_ET,WFR_ET,ADJ_ET,IS_PFS,IS_ET,AML_ET,FUDS_RAW,FUDS_ET,IMP_FLG,DM_B,DM_AI,DM_A,DM_HI,DM_T,DM_W,DM_H,DM_O,AGE_10,AGE_MIDDLE,AGE_OLD,TA_COU_119,TA_COUNT_C,TA_PERC,TA_PERC_FE,UI_EXP,THRHLD
-121.33174896283418,38.579147339208035,1,28,1,28,502,LiCAP Technologies California Battery Factory (Expansion?),LiCAP Technologies,Planned,0,5/18/2023 12:00:00 AM,,,Batteries,Manufacturing,Battery Cell Components,1,38.57914734,-121.33174896,Rancho Cordova,CA,USA,,0.25,,GWh,,,CA6,Democrat,6067008909.0,95670,2467,21.98362721,42.1079173,0.04901945,58.2327318,9.02087204,37.78469197,0.05695639,20.7840697,0.003894,8.86206897,62.5235659,19.75493873,658.0493218,32.7875,476.2486007,57.64955664,30.7546094,24.86452426,7.9,52.33296006,11.75,51.2203221,0.1,16.63798809,5,51.21797564,0.0,0.0,33.15395656,4.04809151,24.55507156,48.28,53.91326022,4.61,41.46779574,13.67,58.34995015,9.4,39.53429512,5.1,38.13777236,38.1,66.30653266,9.4,83.62831858,15.2,39.69581749,52.35210797,5.43061518,53.90821987,13.6198,66.8018,19.5784,19.7,48.6826,7.499,0.0,7.0531,0.0,17.0653,Sacramento ,Rancho Cordova,06067008909,California,Sacramento County,0.61,0.77,0.59,0.54,0.18,0.98,0.03,0.0,0.76,0.34,0.73,0.39,0.97,0.09,0.78,0.65,1,0.08,0.21,0.89,0.82,0.76,2467.0,0.21,0.84,0.11,0.47,0,0,1,1,0,0,0,0,1,0,0, ,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.0,0,0,0.4,0.91,0.96,1,1,0,0.31,0,0, ,0,0,0.07,0.0,0.07,0.0,0.18,0.48,0.19,0.06,0.13,0.66,0.19,0.0,0.0,0.0,0.0,Nation,21.0
-117.53052520781529,34.06867980954089,1,29,1,29,503,Cenntro Group Ontario Assembly Plant,Cenntro Group,Rumored,1,7/11/2023 12:00:00 AM,,,EVs,Manufacturing,EVs,1,34.06867981,-117.53052521,Ontario,CA,USA,,,,,,,CA35,Democrat,6071012700.0,91761,3920,33.47292485,64.90166415,0.06350576,91.05164904,13.47252671,95.6565028,0.78620486,96.63970131,0.0,0.0,1969.309001,78.91972993,2145.197558,89.1125,796.6465081,93.26839016,16.16026086,8.60743541,0.0,0.0,5.0,30.88162045,0.71,78.75579087,0,0.0,4.0,70.42382589,58.10874153,7.0950658,87.96515246,43.8,47.30807577,5.18,57.09520144,15.18,67.29810568,9.6,40.45811187,2.3,18.10799838,15.8,23.90703518,5.7,53.8912025,13.8,32.26869455,45.4802014,4.71777511,43.48209783,14.2602,77.551,8.1888,60.5867,25.2551,5.5102,0.0,6.6582,0.0,1.9898,San Bernardino,Ontario,06071012700,California,San Bernardino County,0.21,0.24,0.05,0.95,0.24,0.55,0.34,0.25,0.27,0.18,0.57,0.19,0.97,0.09,0.18,0.17,0,0.04,0.6,0.65,0.95,0.86,3920.0,0.96,0.6,0.54,0.49,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,1,1,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,0.79,0.77,0.71,0,0,0,0.87,0,0,0,0,0,0.05,0.0,0.06,0.0,0.11,0.25,0.6,0.13,0.14,0.77,0.08,0.0,0.0,0.0,0.0,Nation,21.0
-117.99881744422882,34.14177322355075,1,30,1,30,507,Mullen Monrovia California Battery Factory,Mullen,Closed,1,9/24/2020 12:00:00 AM,,2022,Batteries,Manufacturing,Battery Pack,0,34.14177322,-117.99881744,Monrovia,CA,USA,,,,,,,CA31,Democrat,6037431100.0,91016,6758,39.69784916,74.50832073,0.06133785,84.57996266,11.8926537,72.90603609,0.52993389,90.91474798,0.0,0.0,1575.716309,74.35608902,1560.164232,79.2625,497.7551677,60.33470713,54.59725145,57.99621928,43.5,94.43822322,36.75,84.14411423,1.885,92.15089345,2,23.87652247,8.75,87.94959908,68.86647868,8.40858337,97.88425638,46.9,51.85692921,3.91,24.57018219,10.87,36.889332,16.0,57.61832447,10.1,62.24116931,32.2,57.29899497,6.2,59.38313378,13.3,29.72116603,45.51235276,4.72111025,43.58295512,11.2607,81.4442,7.2951,58.2273,16.1438,8.9967,0.0,14.6493,0.873,1.1098,Los Angeles,Monrovia,06037431100,California,Los Angeles County,0.41,0.05,0.12,0.75,0.12,0.08,0.05,0.19,0.73,0.17,0.86,0.0,0.94,0.16,0.35,0.58,1,0.69,0.21,0.98,0.5,0.95,6758.0,0.98,0.65,0.77,0.79,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,1,0,1,0,0,0,0,0.0,1,0,0.43,0.91,0.77,1,0,0,0.88,0,0, ,0,0,0.09,0.0,0.14,0.0,0.02,0.16,0.58,0.14,0.11,0.81,0.07,0.0,0.0,0.0,0.0,Nation,21.0
-117.90126037562736,33.86759185761855,1,31,1,31,508,Mullen Fullerton California Battery Factory,Mullen,Planned,1,11/13/2023 12:00:00 AM,,2025,Batteries,Manufacturing,Battery Pack,1,33.86759186,-117.90126038,Fullerton,CA,USA,,1.0,,GWh,,,CA46,Democrat,6059011403.0,92831,6654,41.49198662,77.3197176,0.04791979,53.72744244,12.18148916,87.89047915,0.27255576,73.45364032,0.0,0.0,3958.203369,89.12228057,540.4649528,23.975,685.445108,75.65879855,80.92645653,90.09451796,70.65,98.20828667,53.75,91.11738336,3.695,96.99536731,0,0.0,4.0,70.42382589,64.9431708,7.92954826,95.83074051,43.59,46.99651047,4.57,40.46702592,11.15,39.08275174,20.7,65.9453303,4.3,33.30626607,40.0,69.15829146,7.3,69.9765747,18.2,55.13307985,50.44300226,5.23257887,51.03378719,17.6285,72.4076,9.9639,56.2068,28.7346,1.7884,0.2555,8.3709,0.0,4.6438,Orange ,Fullerton,06059011403,California,Orange County,0.39,0.22,0.25,0.84,0.15,0.0,0.15,0.02,0.83,0.37,0.7,0.0,0.97,0.2,0.7,0.71,1,0.8,0.96,0.92,0.95,0.98,6654.0,0.83,0.74,0.4,0.73,0,0,0,1,0,1,1,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1,0,1,1,0,0,0,1,0.0,1,0,0.46,0.38,0.33,0,0,0,0.86,0,0, ,0,0,0.02,0.0,0.08,0.0,0.05,0.28,0.56,0.1,0.17,0.72,0.09,0.0,0.0,0.0,0.0,Nation,21.0
-118.25505828845773,34.119377136326015,1,32,1,32,532,Xos Los Angeles Facility,Xos,Operating,1,3/1/2020 12:00:00 AM,5/1/2021 12:00:00 AM,,EVs,Manufacturing,EVs,0,34.11937714,-118.25505829,Los Angeles,CA,USA,,,,,,,CA30,Democrat,6037187101.0,90039,3438,35.34779344,68.06606152,0.05116215,64.72930927,11.96632968,76.65214686,0.46851473,88.52520224,0.0,0.0,1482.025655,72.96824206,2339.096356,90.9625,488.7862335,59.71025353,75.11805652,84.83931947,37.1,92.44120941,43.75,87.74696995,1.895,92.21707478,6,58.69382612,1.5,42.31386025,69.75977715,8.51765493,98.29495955,45.8,50.18693918,3.06,9.85373364,9.99,29.88534397,18.6,62.38926854,11.9,68.39897144,23.2,41.03015075,2.7,13.1832379,20.6,65.18377693,40.00621002,4.14994429,35.37569339,7.1844,70.3316,22.484,41.4776,36.0675,0.6981,0.0,20.0407,0.0,1.7161,Los Angeles,Los Angeles,06037187101,California,Los Angeles County,0.47,0.01,0.21,0.87,0.18,0.0,0.05,0.44,0.62,0.12,0.88,0.0,0.95,0.18,0.41,0.44,0,0.91,0.21,0.99,0.86,0.95,3438.0,0.91,0.2,0.96,0.78,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,1,0,1,0,0,0,0,0.0,1,0,0.34,0.85,0.94,0,1,0,0.87,0,0, ,0,0,0.0,0.0,0.2,0.0,0.02,0.36,0.41,0.15,0.07,0.7,0.22,0.0,0.0,0.0,0.0,Nation,21.0
-121.28242492657715,38.592788696382144,1,33,1,33,533,CyboEnergy Rancho Cordova Factory,CyboEnergy,Operating,1,6/1/2011 12:00:00 AM,7/1/2013 12:00:00 AM,2013,Solar,Manufacturing,Inverters,0,38.5927887,-121.28242493,Rancho Cordova,CA,USA,,,,,,,CA6,Democrat,6067009010.0,95670,5408,39.7480953,74.60917801,0.05022962,62.5264468,8.76344776,31.78593653,0.4204996,86.09831985,0.0,0.0,54.80656687,18.70467617,2072.187808,88.1625,703.8531176,78.0067441,26.05285858,19.02961563,28.95,88.1485629,28.3,78.11721733,0.6,74.73196559,0,0.0,0.0,0.0,48.09270298,5.87210948,65.3018046,69.6,78.0782652,5.76,70.15653066,18.22,81.41824526,6.6,28.44849405,8.3,54.58113412,41.8,71.90954774,10.2,87.06402915,12.9,27.78200253,65.25402762,6.76896359,73.34846193,11.9083,80.7322,7.3595,10.2811,43.0658,14.8114,0.4253,22.7996,1.5717,7.0451,Sacramento ,Rancho Cordova,06067009010,California,Sacramento County,0.06,0.75,0.03,0.51,0.24,0.0,0.01,0.0,0.75,0.22,0.83,0.65,0.96,0.06,0.46,0.63,1,0.17,0.21,0.92,0.69,0.82,5408.0,0.82,0.87,0.04,0.6,0,0,0,0,0,0,0,0,1,1,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,0.3,0.3,0.75,0,0,0,0.89,0,0, ,0,0,0.14,0.0,0.23,0.01,0.08,0.43,0.1,0.01,0.11,0.8,0.07,0.0,0.0,0.0,0.0,Nation,21.0
-117.0424499515163,32.93776702918313,1,34,1,34,534,EPC Power California Factory,EPC Power,Operating,1,2010,2010,2010,Solar,Manufacturing,Inverters,0,32.93776703,-117.04244995,Poway,CA,USA,,,,,,,CA48,Republican,6073017049.0,92064,3364,21.19395345,40.39334342,0.04981739,60.9334163,9.23993755,41.08276291,0.090154,33.69010579,0.0,0.0,60.7115059,19.55488872,753.5891288,40.7125,307.5573979,25.37779443,50.88903918,52.76622558,7.7,51.97835013,25.3,75.16187946,1.325,89.10655195,3,33.15833683,0.5,22.08476518,40.94246672,4.99906705,45.57560672,23.73,14.25722832,4.85,48.26789838,9.49,25.34895314,12.0,48.29157175,6.4,45.37826499,30.3,54.38442211,6.3,60.56741281,17.9,53.62484157,40.8703313,4.23958175,36.52294503,15.6659,73.6326,10.7015,24.8216,59.0071,1.4863,0.0,9.6611,1.1593,3.8644,San Diego,Poway,06073017049,California,San Diego County,0.21,0.27,0.25,0.35,0.18,0.68,0.81,0.61,0.6,0.46,0.78,0.16,0.84,0.12,0.53,0.5,1,0.19,0.77,0.18,0.72,0.88,3364.0,0.18,0.66,0.72,0.44,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.75,0.86,0.88,0,0,0,0.41,0,0, ,0,0,0.01,0.0,0.09,0.01,0.03,0.59,0.24,0.05,0.15,0.73,0.1,0.0,0.0,0.0,0.0,Nation,21.0
-122.81571960465806,38.548740387198585,1,35,1,35,566,Staubl California Facility Expansion,Staubli,Operating,1,5/1/2024 12:00:00 AM,2011,,Solar,Manufacturing,Solar Components,1,38.54874039,-122.8157196,Windsor,CA,USA,,,,,,,CA2,Democrat,6097153808.0,95492,4393,22.8010307,43.94856278,0.03521715,11.56191661,6.72571008,5.73739888,0.33235285,79.55196017,3.88650503,52.55172414,0.01140357,1.08777194,1083.740025,63.0125,163.8341659,5.14549769,30.03136049,24.03276623,21.35,83.14669653,17.0,63.37373402,0.7,78.39841165,5,51.21797564,12.5,94.11225659,44.90673293,5.48310317,56.40323584,41.01,43.14556331,3.47,15.66589684,13.15,54.96011964,18.6,62.38926854,6.1,43.87603194,19.6,33.36683417,5.3,48.25611661,12.0,23.37135615,40.08789071,4.15841723,35.47655068,9.9932,71.9326,18.0742,43.8197,48.4179,0.6374,1.2975,2.5723,0.0,3.2552,Sonoma ,Windsor,06097153808,California,Sonoma County,0.3,0.49,0.35,0.18,0.15,0.97,0.64,0.08,0.28,0.44,0.77,0.54,0.64,0.18,0.32,0.27,0,0.15,0.78,0.29,0.79,0.54,4393.0,0.86,0.56,0.43,0.89,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0.53,0.58,0.8,0,0,0,0.76,0,0, ,0,0,0.0,0.04,0.02,0.0,0.06,0.48,0.43,0.19,0.09,0.71,0.18,0.0,0.0,0.0,0.0,Nation,21.0
-117.84749603249796,34.015022277633015,1,36,1,36,,Proterra Battery Manufacturing Facility,Proterra,Sold,1,12/10/2020 12:00:00 AM,2020,2020,Batteries,Manufacturing,Battery Cell,0,34.01502228,-117.84749603,City of Industry,CA,USA,,,1.0,GWh,,,CA38,Democrat,6037403303.0,91789,2741,28.46245363,55.84972264,0.05168937,65.68761668,12.29942209,89.63285625,0.51419742,90.4293715,0.0,0.0,2067.030721,80.00750188,1608.627916,80.25,435.9366274,51.11777195,24.50810785,17.31568998,1.0,17.07726764,0.3,2.10858376,0.53,71.14493713,5,51.21797564,4.5,72.39404353,53.79958787,6.56891899,79.82576229,26.46,19.09272183,3.57,17.68026687,10.71,35.71784646,17.0,59.76967856,18.6,84.54459331,27.2,48.91959799,4.9,43.0895367,19.4,60.55766793,41.76991331,4.33289764,37.73323248,10.1058,72.0175,17.8767,31.4849,9.3761,3.0281,0.5108,55.4177,0.0,0.1824,Los Angeles,Industry,06037403303,California,Los Angeles County,0.64,0.0,0.31,0.84,0.12,0.08,0.06,0.51,0.67,0.07,0.94,0.0,0.98,0.17,0.51,0.49,0,0.22,0.82,0.67,0.9,0.7,2741.0,0.98,0.51,0.95,0.67,0,1,0,0,0,0,0,0,1,1,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,1,0,1,0,0,1,0,0.0,1,0,0.86,0.91,0.72,1,0,0,0.89,0,0, ,0,0,0.03,0.01,0.55,0.0,0.01,0.09,0.31,0.13,0.1,0.72,0.17,0.0,0.0,0.0,0.0,Nation,21.0
-117.84749603249796,34.015022277633015,1,37,1,37,,Proterra Battery Manufacturing Facility,Volvo,Operating,0,12/10/2020 12:00:00 AM,2020,2020,Batteries,Manufacturing,Battery Cell,0,34.01502228,-117.84749603,City of Industry,CA,USA,105,,1.0,GWh,,,CA38,Democrat,6037403303.0,91789,2741,28.46245363,55.84972264,0.05168937,65.68761668,12.29942209,89.63285625,0.51419742,90.4293715,0.0,0.0,2067.030721,80.00750188,1608.627916,80.25,435.9366274,51.11777195,24.50810785,17.31568998,1.0,17.07726764,0.3,2.10858376,0.53,71.14493713,5,51.21797564,4.5,72.39404353,53.79958787,6.56891899,79.82576229,26.46,19.09272183,3.57,17.68026687,10.71,35.71784646,17.0,59.76967856,18.6,84.54459331,27.2,48.91959799,4.9,43.0895367,19.4,60.55766793,41.76991331,4.33289764,37.73323248,10.1058,72.0175,17.8767,31.4849,9.3761,3.0281,0.5108,55.4177,0.0,0.1824,Los Angeles,Industry,06037403303,California,Los Angeles County,0.64,0.0,0.31,0.84,0.12,0.08,0.06,0.51,0.67,0.07,0.94,0.0,0.98,0.17,0.51,0.49,0,0.22,0.82,0.67,0.9,0.7,2741.0,0.98,0.51,0.95,0.67,0,1,0,0,0,0,0,0,1,1,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,1,0,1,0,0,1,0,0.0,1,0,0.86,0.91,0.72,1,0,0,0.89,0,0, ,0,0,0.03,0.01,0.55,0.0,0.01,0.09,0.31,0.13,0.1,0.72,0.17,0.0,0.0,0.0,0.0,Nation,21.0
-117.97089385979766,34.105636596374275,1,38,1,38,592,Caelux California Facility,Caelux Corporation,Operating,1,n.d.,8/14/2023 12:00:00 AM,2023,Solar,Manufacturing,Solar Modules,1,34.1056366,-117.97089386,Baldwin Park,CA,USA,24,0.1,,GW,,,CA31,Democrat,6037405001.0,91706,6029,50.26821297,88.21230459,0.060311,82.47666459,11.8354872,70.76540137,0.07953526,29.65774736,0.0065211,10.93103448,1744.423604,76.30657664,555.0166348,25.1,745.1908893,84.92569002,80.8555409,90.05671078,14.0,73.36692796,25.85,75.67657314,0.155,27.08140304,2,23.87652247,9.35,89.32416953,58.47335851,7.13958546,88.69943995,66.86,76.12163509,5.7,68.86066205,14.78,65.06729811,33.8,84.18121994,16.9,81.18825281,32.4,57.62562814,5.7,53.8912025,17.5,51.77439797,67.87433601,7.04077474,77.15582451,10.267,76.3974,13.3355,85.52,2.8031,0.5805,0.0,10.5988,0.0,0.4976,Los Angeles,Baldwin Park,06037405001,California,Los Angeles County,0.52,0.03,0.12,0.76,0.21,0.03,0.05,0.21,0.61,0.57,0.93,0.0,0.95,0.33,0.44,0.56,1,0.82,0.7,0.94,0.83,0.91,6029.0,0.31,0.6,0.27,0.53,0,1,0,0,0,0,0,0,1,1,0, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1,0,0,1,0,0,1,0,0.0,1,0,0.81,0.37,0.33,0,0,0,0.85,0,0, ,0,0,0.0,0.0,0.1,0.0,0.06,0.02,0.85,0.33,0.1,0.76,0.13,0.0,0.0,0.0,0.0,Nation,21.0
-121.58303833004796,38.55569076540583,1,39,1,39,673,Sepion West Sacramento Facility,Sepion Technologies,Planned,1,10/3/2024 12:00:00 AM,,2027,Batteries,Manufacturing,Battery Cell Components,1,38.55569077,-121.58303833,West Sacramento,CA,USA,,50000.0,,# EVs supported by annual production,,,CA7,Democrat,6113010401.0,95620,4771,14.47581806,24.26878467,0.04429899,35.27069073,8.33085256,18.75544493,0.02745936,9.69508401,299.7248958,82.96551724,88.1800664,22.33058265,571.3274235,26.3125,423.087842,48.69489197,24.92002713,17.75677379,13.45,72.06047032,38.75,85.35613482,0.345,55.42025149,13,91.87316254,7.0,83.27605956,47.68086236,5.82182382,64.05724953,32.16,29.11266201,2.07,2.29663844,12.08,46.58524427,5.3,22.76638826,2.8,22.1680877,17.4,28.16582915,3.3,21.1087975,10.4,15.50063371,23.97006442,2.48647477,12.02723147,15.72,65.8353,18.4448,21.2115,62.7751,1.1947,0.2725,11.8214,0.0,2.7248,Yolo ,Unincorporated Yolo County area,06113010401,California,Yolo County,0.22,0.18,0.25,0.29,0.15,0.99,0.03,0.03,0.2,0.11,0.61,0.11,0.98,0.05,0.31,0.15,0,0.46,0.64,0.94,0.34,0.54,4771.0,0.82,0.29,0.68,0.25,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,1,0,0,1,0,0,0,0,0.0,0,0,0.11,0.87,0.75,0,0,0,0.88,0,0,1,1,0,0.01,0.0,0.12,0.0,0.05,0.62,0.21,0.04,0.15,0.65,0.18,0.0,0.0,0.0,0.0,Nation,21.0
-122.17937469510804,37.71368408186956,1,40,1,40,,Northvolt San Leandro Facility,Northvolt,Sold,0,2/24/2021 12:00:00 AM,,,Batteries,Manufacturing,Battery Cell,0,37.71368408,-122.17937469,San Leandro,CA,USA,,,,,,222,CA12,Democrat,6001432400.0,94577,7003,49.04053426,86.77508825,0.03190818,6.38456752,8.62150399,26.9695084,0.62034563,93.50342253,0.0,0.0,867.9546917,61.69042261,1808.19602,84.0125,110.4123824,4.20881729,71.578464,80.9199748,35.4,90.38820455,116.7,97.42653163,2.36,94.12309729,11,86.95926081,23.2,98.99198167,61.00003949,7.4480927,92.10952085,75.09,82.12861416,6.94,89.27380036,13.66,58.28763709,20.5,65.65426474,8.8,56.85478414,27.3,49.12060302,3.8,28.20145757,17.6,52.09125475,63.47391169,6.58430771,70.66313666,12.1662,77.1669,10.6669,42.1248,16.9927,6.64,0.0,29.8158,1.7992,2.6274,Alameda ,San Leandro,06001432400,California,Alameda County,0.52,0.27,0.29,0.59,0.24,0.06,0.07,0.02,0.8,0.28,0.84,0.79,0.96,0.2,0.53,0.48,0,0.78,0.53,0.54,0.94,0.89,7003.0,0.92,0.35,0.38,0.8,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,1,0,0.54,0.71,0.33,0,0,1,0.79,0,0, ,0,0,0.07,0.0,0.29,0.01,0.06,0.16,0.42,0.09,0.12,0.77,0.1,0.0,0.0,0.0,0.0,Nation,21.0
-122.17937469510804,37.71368408186956,1,41,1,41,,Lyten San Leandro Facility (purchased from Northvolt),Lyten,Planned,1,11/13/2024 12:00:00 AM,,2025,Batteries,Manufacturing,Battery Cell,1,37.71368408,-122.17937469,San Leandro,CA,USA,10,0.2,,GWh,,,CA12,Democrat,6001432400.0,94577,7003,49.04053426,86.77508825,0.03190818,6.38456752,8.62150399,26.9695084,0.62034563,93.50342253,0.0,0.0,867.9546917,61.69042261,1808.19602,84.0125,110.4123824,4.20881729,71.578464,80.9199748,35.4,90.38820455,116.7,97.42653163,2.36,94.12309729,11,86.95926081,23.2,98.99198167,61.00003949,7.4480927,92.10952085,75.09,82.12861416,6.94,89.27380036,13.66,58.28763709,20.5,65.65426474,8.8,56.85478414,27.3,49.12060302,3.8,28.20145757,17.6,52.09125475,63.47391169,6.58430771,70.66313666,12.1662,77.1669,10.6669,42.1248,16.9927,6.64,0.0,29.8158,1.7992,2.6274,Alameda ,San Leandro,06001432400,California,Alameda County,0.52,0.27,0.29,0.59,0.24,0.06,0.07,0.02,0.8,0.28,0.84,0.79,0.96,0.2,0.53,0.48,0,0.78,0.53,0.54,0.94,0.89,7003.0,0.92,0.35,0.38,0.8,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,1,0,0.54,0.71,0.33,0,0,1,0.79,0,0, ,0,0,0.07,0.0,0.29,0.01,0.06,0.16,0.42,0.09,0.12,0.77,0.1,0.0,0.0,0.0,0.0,Nation,21.0
-122.12229919418068,37.62972640990019,1,42,1,42,705,Motiv Hayward Facility,Motiv Electric Trucks,Operating,1,1/1/2015 12:00:00 AM,5/27/2015 12:00:00 AM,2015,EVs,Manufacturing,EVs,0,37.62972641,-122.12229919,Hayward,CA,USA,,480.0,,# EVs supported by annual production,20,,CA14,Democrat,6001437101.0,94587,7867,39.53146382,74.20574887,0.03521715,11.56191661,8.64426469,27.94026136,0.07445122,27.60423149,0.0,0.0,1338.753337,70.58014504,1868.584695,85.0875,194.0363286,6.88147871,35.52510736,31.17832388,89.2,98.99216125,140.85,98.0906525,9.56,99.3514229,11,86.95926081,23.0,98.94616266,53.8921321,6.58021862,80.06222775,91.26,90.09222333,6.34,81.21632025,17.46,78.11565304,12.9,50.51885599,4.6,35.33631073,20.2,34.69849246,4.0,30.88235294,9.5,12.00253485,57.91455413,6.00762164,62.27937468,9.6352,77.984,12.3808,23.4778,15.0629,7.3599,0.9025,43.0024,5.2879,4.9066,Alameda ,Hayward,06001437101,California,Alameda County,0.44,0.04,0.14,0.62,0.1,0.49,0.24,0.52,0.45,0.21,0.71,0.31,0.95,0.12,0.16,0.29,0,0.51,0.21,0.39,0.92,0.91,7867.0,0.53,0.39,0.85,0.68,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,0,0,1,0,0,0,0,0.0,1,0,0.38,0.92,0.33,1,0,0,0.26,0,0,1,1,0,0.07,0.01,0.43,0.05,0.06,0.15,0.23,0.05,0.09,0.77,0.12,0.0,0.0,0.0,0.0,Nation,21.0
